97	20	30	34	30	0.53317	3	5	1	1
98	6	15	4	30	0.45825	1	4	2	1
99	16	30	10	10	0.51719	2	3	2	2
100	60	10	40	30	0.53135	4	3	2	1
101	20	15	34	30	0.52847	3	4	1	1
102	6	30	4	0	0.55889	1	1	2	2
103	40	15	60	30	0.46865	4	4	1	1
104	6	30	4	4	0.46528	1	2	2	2
105	60	4	40	30	0.5199	4	2	2	1
106	4	30	6	30	0.46999	1	5	1	2
107	6	30	4	4	0.5037	1	2	2	2
108	16	30	10	0	0.36931	2	1	2	2
109	60	30	40	30	0.34114	4	5	2	2
110	10	4	16	30	0.49919	2	2	1	1
111	10	30	16	30	0.35329	2	5	1	1
112	16	30	10	0	0.4149	2	1	2	2
113	10	4	16	30	0.4074	2	2	1	1
114	34	30	20	4	0.45848	3	2	2	2
115	20	10	34	30	0.38697	3	3	1	1
116	16	30	10	4	0.3335	2	2	2	2
117	16	30	10	30	0.54938	2	5	2	1
118	16	30	10	15	0.28769	2	4	2	2
119	16	15	10	30	0.58828	2	4	2	1
120	34	30	20	30	0.52914	3	5	2	1
121	34	30	20	15	0.51518	3	4	2	2
122	6	30	4	4	0.58261	1	2	2	2
123	20	30	34	15	0.39477	3	4	1	2
124	16	0	10	30	0.54111	2	1	2	1
125	16	30	10	4	0.39224	2	2	2	2
126	40	30	60	0	0.33902	4	1	1	2
127	60	30	40	15	0.60135	4	4	2	2
128	20	0	34	30	0.51379	3	1	1	1
129	10	30	16	4	0.34098	2	2	1	2
130	4	30	6	0	0.53543	1	1	1	2
131	16	4	10	30	0.4197	2	2	2	1
132	40	30	60	0	0.55649	4	1	1	2
133	20	30	34	30	0.40023	3	5	1	2
134	6	30	4	15	0.43354	1	4	2	2
135	20	30	34	30	0.58339	3	5	1	2
136	60	30	40	10	0.45818	4	3	2	2
137	4	30	6	15	0.52284	1	4	1	2
138	20	30	34	30	0.44784	3	5	1	2
139	4	30	6	10	0.3867	1	3	1	2
140	10	30	16	0	0.74953	2	1	1	2
141	60	30	40	30	0.46988	4	5	2	1
142	34	30	20	0	0.52349	3	1	2	2
143	40	30	60	10	0.35103	4	3	1	2
144	40	0	60	30	0.42628	4	1	1	1
